2024-11-27,64,33,13,13
2024-11-27,64,33,13,13
2024-11-27,64,33,13,13
2024-11-27,52,24,10,10
2024-11-27,72,28,16,16
2024-11-27,6,1,5,5
2024-11-27 21:11:40,6,1,5,5
2024-11-27 21:14:18,6,1,5,5
2024-11-27 21:14:28,6,1,5,5
2024-11-27 21:14:28,6,1,5,5
2024-11-27 21:14:43,6,1,5,5
2024-11-27 21:19:43,6,1,5,5
2024-11-27 21:24:58,6,1,5,5
2024-11-27 21:32:20,6,1,5,5
2024-11-27 21:39:16,6,1,5,5
2024-11-27 21:43:57,61,30,13,13
